-> Cluster1
Point11	78.468080 92.307929 24.858135
Point4932	19.541627 88.310011 41.319083
Point4944	13.321251 82.963188 37.187480
Point4978	11.989346 90.955368 39.454605
Point4982	25.069659 91.197017 20.426977
Point4985	26.709850 96.071156 25.509923
-> Cluster3
Point17	38.562037 66.838825 64.307611
Point20	24.970088 90.353645 60.699275
Point26	1.173949 65.431622 66.172670
Point28	34.687603 73.068683 92.414101
Point31	8.550915 75.673168 92.047453
Point35	1.548208 79.783126 63.085644
Point41	21.993167 81.584892 85.453715
Point60	2.385633 81.864547 75.219748
Point74	24.909250 77.380664 90.846167
Point90	24.680277 66.789246 85.205939
Point94	20.905347 89.522436 84.431383
Point110	28.549063 52.808591 73.814501
Point116	34.972963 69.260801 85.909076
Point135	20.783812 69.088834 61.524937
Point140	6.990338 56.817880 63.325990
Point201	17.860672 62.862309 61.196164
Point210	14.086245 63.071394 69.396976
Point220	11.985543 77.079197 68.471752
Point228	25.830603 66.188456 86.995071
Point238	14.992807 90.832045 85.123395
Point244	12.337323 71.954908 78.420364
Point257	10.495184 82.205868 86.042794
Point274	28.591735 68.180418 97.499458
Point276	9.829665 66.494325 92.731199
Point297	3.112095 55.701440 73.698066
Point318	37.267639 72.710782 78.949212
Point321	31.131842 66.126827 85.984169
Point322	25.718677 73.416608 64.152973
Point327	20.661282 92.159686 89.233955
Point334	18.990646 67.737659 76.205282
Point364	0.961538 60.616471 74.962972
Point376	7.651898 59.664686 67.656410
Point421	23.630443 55.076915 90.583160
Point426	20.208264 67.481229 70.764519
Point440	13.900096 72.677853 86.769066
Point459	17.269021 88.402953 79.654775
Point462	31.117807 84.267118 65.450921
Point486	8.607127 63.027615 75.355860
Point510	13.022404 72.992408 94.815291
Point528	32.067029 65.613544 75.630326
Point533	18.994813 82.871525 73.265747
Point548	1.054063 76.407129 68.528301
Point567	26.135459 85.041147 63.569846
Point568	23.624305 91.394329 59.904609
Point571	17.239190 60.992249 63.866242
Point575	21.428338 69.698494 70.369501
Point592	24.176525 74.210260 86.254365
Point608	11.635055 94.589142 85.456561
Point609	16.898656 60.774436 69.161896
Point618	37.192801 62.204937 71.671507
Point622	16.330901 55.158442 66.637725
Point629	17.408129 70.734709 57.579018
Point663	24.329752 66.507897 78.295139
Point680	29.555915 84.171493 65.915903
Point681	21.424145 72.046092 71.554724
Point694	41.582810 74.131347 66.349537
Point704	19.066218 82.415381 75.100315
Point818	22.583436 59.277795 69.913001
Point855	11.980424 89.600546 65.927821
Point912	4.676563 67.101944 63.673030
Point921	2.512535 82.309788 85.368023
Point922	24.480689 71.356515 84.242499
Point937	16.475895 63.761480 62.300706
Point964	19.925674 58.806537 64.602337
Point980	6.842148 79.650955 78.682524
Point1023	1.184371 59.279726 68.874406
Point1058	7.076747 84.876056 72.001142
Point1079	25.381770 75.212010 70.540206
Point1087	1.674836 89.901880 72.638488
Point1092	17.048158 65.624743 58.550571
Point1116	27.170967 59.879317 88.913735
Point1121	1.045010 62.157469 80.878256
Point1150	9.922119 78.333535 77.541516
Point1152	15.412155 51.308458 80.157492
Point1166	19.235873 75.407015 73.124152
Point1168	13.097209 77.713223 94.692820
Point1177	5.266190 78.554513 86.601473
Point1245	15.227687 91.220880 71.121584
Point1249	5.483312 59.863335 79.314356
Point1256	26.385839 71.952792 89.399022
Point1301	19.367693 53.060330 74.459555
Point1306	6.292823 82.150917 62.616646
Point1381	22.282778 90.289250 71.111668
Point1411	40.766776 74.496172 68.716555
Point1427	12.208686 58.892075 80.969160
Point1428	10.228037 87.778558 64.515027
Point1438	30.793522 59.516891 88.890691
Point1460	14.028323 83.543026 87.123174
Point1472	31.901015 78.409718 58.498507
Point1475	8.085696 89.561951 76.188664
Point1483	0.659772 73.658971 69.293983
Point1484	8.690771 55.865299 70.445051
Point1512	6.192261 70.531191 90.881420
Point1515	31.032778 88.273784 78.409992
Point1540	3.757171 89.405694 81.873504
Point1544	35.934716 57.868533 70.390509
Point1559	4.929857 67.004016 70.493642
Point1578	30.211027 62.397194 91.815159
Point1584	14.367123 71.820197 97.203656
Point1589	6.700737 75.232253 55.843690
Point1610	17.366638 58.072422 57.528090
Point1617	39.171145 81.119325 72.734741
Point1635	8.164181 71.597742 78.120343
Point1646	12.772413 63.738174 88.377531
Point1659	16.578064 84.254351 72.449166
Point1670	15.519767 81.616936 89.955347
Point1678	29.184407 90.475530 85.004585
Point1693	11.171079 77.792367 88.928335
Point1730	1.373853 71.828256 60.478927
Point1739	18.579041 87.778321 93.236677
Point1766	18.677122 65.401408 89.584792
Point1784	1.242635 78.616419 70.197303
Point1805	21.387646 73.710566 86.413506
Point1845	37.948955 73.221116 87.185585
Point1863	4.850052 76.077370 90.577214
Point1868	8.550378 72.064077 65.631642
Point1890	13.937623 73.122126 72.997218
Point1894	16.584121 57.087025 82.370529
Point1912	2.553889 84.090579 72.202132
Point1943	19.161725 58.486753 74.391535
Point1952	14.428381 77.768379 86.686585
Point1969	12.201195 73.911603 91.743266
Point1982	30.315894 79.761649 74.412451
Point1989	1.636631 86.403197 85.875058
Point1995	6.121009 72.124632 86.833604
Point2000	28.555421 78.720751 68.549294
Point2003	12.525871 61.207578 92.715554
Point2069	20.424833 71.507908 77.595557
Point2072	8.871420 87.226638 92.933843
Point2083	11.543369 61.803784 86.033576
Point2119	21.789595 61.359904 58.708983
Point2141	2.299540 90.074264 81.108051
Point2147	1.800743 71.108610 89.242268
Point2155	18.040837 71.219129 75.270909
Point2205	12.231780 66.849159 71.006085
Point2210	36.533801 77.879821 64.141620
Point2245	27.782432 82.005244 62.793842
Point2249	26.524702 65.380216 89.570566
Point2261	20.408634 59.287508 59.112610
Point2268	12.630929 59.503371 71.080590
Point2271	17.953513 58.475116 64.873650
Point2303	7.823404 82.081365 59.067505
Point2316	34.577054 60.436081 69.737474
Point2339	12.212693 73.232867 77.910090
Point2344	37.950150 80.753757 72.807739
Point2345	24.686126 89.701448 66.726474
Point2363	43.762966 69.688318 78.669172
Point2381	32.390540 88.278076 76.618481
Point2382	17.920602 50.237818 75.159461
Point2388	22.858530 92.435886 90.590873
Point2397	37.532060 69.755492 85.634162
Point2413	19.637335 60.785971 61.690878
Point2451	39.917904 78.297616 68.828445
Point2465	1.291374 76.159468 90.463203
Point2480	32.395974 56.581361 68.460720
Point2506	25.618771 70.062380 87.226674
Point2528	28.370425 54.999034 80.873614
Point2531	8.762546 91.940196 84.560028
Point2546	29.512877 91.618723 83.799953
Point2558	9.253328 62.498702 69.119122
Point2573	6.059329 87.025411 77.775502
Point2588	14.814533 55.533988 83.576849
Point2590	8.588148 66.191703 85.967134
Point2591	9.531250 63.858337 88.623357
Point2606	26.800536 82.825176 80.590017
Point2608	34.568407 71.180432 69.686972
Point2622	5.539261 78.829600 93.355594
Point2647	16.792802 92.821154 66.059833
Point2654	21.761977 65.388016 85.347409
Point2666	7.292233 66.567749 81.280556
Point2686	29.072026 62.961175 80.607968
Point2708	5.191409 75.444877 74.795157
Point2711	13.678311 63.911215 96.339837
Point2726	21.126544 63.379799 55.690180
Point2732	3.427028 77.920028 58.589994
Point2733	29.700006 64.884934 95.028379
Point2742	19.717270 57.022713 64.768610
Point2750	19.532805 76.219556 97.594970
Point2756	31.297205 86.593621 77.794445
Point2762	33.287238 90.257584 73.557510
Point2802	34.672248 82.472203 84.926732
Point2804	9.079988 55.288253 79.650256
Point2806	23.825065 83.998270 93.454615
Point2829	27.359339 57.799328 85.120752
Point2838	6.928509 78.127038 69.266217
Point2841	8.132138 90.500114 76.531308
Point2850	14.138196 87.185677 72.978910
Point2860	23.445712 65.943259 81.416786
Point2952	22.244054 81.675830 64.219793
Point2966	33.489401 84.133734 70.087924
Point2971	3.231758 85.801887 61.487478
Point2985	18.125880 60.520824 84.417209
Point3016	13.228614 80.343685 61.136793
Point3027	23.272408 60.920271 66.528581
Point3052	13.639742 90.486898 69.342852
Point3068	16.833225 80.864128 97.910601
Point3071	13.550414 66.877588 96.148961
Point3119	29.008451 78.557932 65.470310
Point3128	25.802196 73.967713 94.386845
Point3141	40.807402 69.148871 69.763678
Point3152	14.271778 95.497629 85.918502
Point3188	10.937426 78.958429 65.671734
Point3203	23.425027 54.718221 89.069680
Point3209	20.836475 79.775403 63.215004
Point3227	15.924835 53.140645 74.425858
Point3241	3.188421 56.462497 81.906197
Point3242	14.484119 75.295639 92.351526
Point3260	23.693639 81.960623 91.739655
Point3302	16.837530 69.874648 84.223873
Point3313	22.799218 91.461874 80.328412
Point3332	32.973418 83.498825 73.907307
Point3338	8.445049 62.510032 87.786435
Point3421	4.348943 85.141408 85.112160
Point3424	25.041279 72.851322 90.710680
Point3459	35.531162 80.576769 69.164541
Point3460	4.021029 70.616641 61.979213
Point3469	5.388984 62.806946 84.381988
Point3480	21.568818 85.648520 61.600036
Point3486	7.572957 62.613504 63.084199
Point3493	18.238034 81.381670 53.550774
Point3494	3.046045 58.993797 73.642364
Point3510	8.349627 78.620542 92.463130
Point3523	31.694866 81.549245 70.454900
Point3534	16.308982 73.001716 58.700379
Point3537	9.919909 66.092257 94.541618
Point3539	25.930953 92.085275 72.438244
Point3542	24.351421 54.365778 78.919662
Point3565	4.938779 70.472977 79.047088
Point3566	23.567948 54.298697 63.874934
Point3573	17.888691 75.615689 86.992686
Point3579	30.030034 64.927433 94.206843
Point3587	11.699309 61.855522 69.001929
Point3606	40.477435 67.222818 70.092520
Point3607	17.639422 86.923521 59.790679
Point3628	25.496681 81.927978 76.901638
Point3641	18.481426 70.046793 80.287600
Point3643	21.768866 80.184014 93.285189
Point3670	19.882948 65.566782 90.016028
Point3674	25.100947 56.411209 90.266359
Point3684	31.946417 93.035763 80.475261
Point3761	19.305259 92.096292 78.591928
Point3766	27.374143 76.373762 66.366704
Point3784	17.350877 71.857363 89.429743
Point3794	7.519964 66.391484 85.750523
Point3801	17.212418 78.293358 52.796626
Point3806	7.991243 85.278419 72.293369
Point3809	19.665389 57.949550 80.434559
Point3818	3.918987 76.711585 90.061397
Point3837	1.871784 73.892170 91.933252
Point3840	24.096489 69.912130 67.496794
Point3862	17.226859 63.465692 66.533594
Point3911	18.039095 90.118561 63.122849
Point3927	14.639189 76.561401 81.970629
Point3931	16.175035 71.701577 77.268954
Point3942	7.498335 68.822310 83.531550
Point3992	32.647429 68.810174 93.521117
Point3995	37.641930 76.342756 78.501542
Point4003	1.683983 78.945329 70.541747
Point4014	34.570236 90.536729 76.077308
Point4016	16.977529 54.555919 74.433769
Point4020	16.491036 92.151854 71.796668
Point4024	17.108666 89.891701 80.660015
Point4055	12.597389 64.202402 92.056760
Point4058	24.832975 65.527718 85.897912
Point4062	3.814519 86.345113 77.532021
Point4074	11.657168 81.913043 71.315394
Point4087	15.327306 82.766210 68.238848
Point4110	26.366036 67.427715 53.147150
Point4120	23.119818 67.508884 95.270883
Point4129	33.788382 67.661733 93.018830
Point4133	2.479346 61.834473 71.202009
Point4139	37.791656 73.157197 91.208300
Point4166	21.417273 93.168229 79.221191
Point4172	33.147418 74.650872 91.190275
Point4176	10.390745 77.987622 94.693486
Point4185	27.246854 72.560326 76.635689
Point4193	36.196611 64.232147 67.245634
Point4194	18.472032 66.600204 90.465129
Point4211	14.204427 85.645282 65.308665
Point4219	13.116956 54.464909 67.310595
Point4225	21.869401 68.875660 76.311237
Point4229	15.761815 76.729984 78.872059
Point4230	25.328027 93.502482 63.383264
Point4231	22.386284 93.871388 80.095645
Point4238	3.730226 74.286291 66.777848
Point4244	27.701842 69.670191 70.511150
Point4261	17.817185 78.903264 53.124724
Point4271	14.993375 69.983954 64.779152
Point4298	11.692654 63.371423 74.773642
Point4303	16.231158 61.507807 85.785214
Point4324	8.130487 68.017189 86.371370
Point4382	12.277196 74.026724 95.774068
Point4404	19.403186 83.006941 90.825804
Point4431	22.071442 68.887862 73.162743
Point4432	19.205808 53.457566 68.678237
Point4434	22.189163 91.245750 79.312826
Point4435	2.530483 77.067509 70.996080
Point4443	13.938353 53.685256 76.700355
Point4458	19.530381 76.791389 63.909020
Point4471	18.282701 72.239094 96.109900
Point4483	21.174840 71.236159 56.709177
Point4495	1.783205 80.341242 78.761292
Point4503	12.881657 61.362317 91.223601
Point4550	16.893285 69.688673 52.302041
Point4552	14.705410 94.264379 81.823455
Point4558	6.556754 74.836222 79.327537
Point4564	20.507406 53.883345 86.990571
Point4566	11.251076 89.916610 79.025387
Point4568	0.891464 76.377125 67.871875
Point4575	0.037921 76.714136 75.687003
Point4577	9.152434 84.090041 93.593205
Point4581	28.283249 78.040181 54.111933
Point4591	10.023952 80.213001 86.461302
Point4599	26.001688 73.345704 92.214642
Point4616	10.905644 77.642269 75.551631
Point4627	10.138089 79.889855 63.739665
Point4633	10.368753 97.047654 73.627375
Point4635	12.730591 97.743735 79.815909
Point4646	33.518475 87.380885 84.040968
Point4652	27.211570 58.764032 88.559458
Point4659	32.776553 88.207404 64.693739
Point4667	29.662192 87.776414 64.998700
Point4672	21.432029 63.686208 89.250107
Point4733	20.225494 80.872037 80.719173
Point4745	5.477972 85.183771 90.754895
Point4750	32.061391 61.496964 89.799419
Point4778	17.890733 85.624627 75.229451
Point4789	16.134341 73.054222 74.194866
Point4798	34.122208 82.443083 76.404281
Point4803	23.915678 87.868708 87.570534
Point4805	10.795137 80.169019 56.239760
Point4811	19.331436 94.963395 76.401569
Point4832	0.670336 65.330583 87.896695
Point4835	16.515421 92.592210 86.706170
Point4840	16.821556 59.099363 90.707682
Point4865	5.829224 85.283571 80.084160
Point4874	28.032625 77.223141 53.063583
Point4889	20.088044 62.799725 78.803533
Point4906	14.814026 61.714488 96.255154
Point4916	12.124741 87.488203 84.298531
Point4945	28.479652 87.983037 79.679015
Point4957	18.397280 59.062227 69.699311
Point4960	27.010206 91.486641 66.111800
Point4964	16.241363 64.935778 83.464378
-> Cluster4
Point23	74.332632 5.626448 61.576336
Point36	89.599886 22.474877 71.828340
Point42	81.268416 11.768662 80.108204
Point71	84.764981 5.205351 95.144745
Point77	91.115337 36.987125 74.399870
Point119	75.007403 22.148838 56.508058
Point124	58.000954 31.925836 87.531468
Point136	93.333080 26.254312 71.700147
Point153	71.259764 34.026597 80.619370
Point193	85.537676 19.824166 94.506831
Point232	73.247279 2.522730 89.420411
Point258	76.673226 9.846521 62.915083
Point269	84.528612 13.643090 80.810734
Point271	57.982961 10.160680 89.155851
Point309	92.643534 13.984421 64.004984
Point353	78.879153 21.379490 92.393694
Point375	86.486175 22.706788 57.659311
Point402	81.417290 23.831027 84.500589
Point417	75.560997 20.905113 62.019359
Point418	61.588766 17.261650 94.977106
Point424	86.418358 14.047804 66.801260
Point457	84.541952 34.306810 77.202863
Point460	69.577268 32.584033 82.172763
Point466	82.520884 26.613988 57.707331
Point473	76.984496 40.350115 81.219794
Point504	60.521215 12.355806 90.511750
Point507	88.521731 41.896708 71.386678
Point529	91.764871 17.384999 91.345872
Point563	77.911747 31.128184 75.200587
Point586	88.879478 20.850998 67.625799
Point593	95.983275 19.772211 68.865732
Point597	88.438143 26.026762 61.782296
Point653	95.640918 21.729221 84.124546
Point682	87.106055 16.961311 65.217447
Point714	90.993188 20.817289 75.298232
Point748	84.958362 32.104076 77.100516
Point794	87.829354 20.041655 79.201596
Point798	82.340524 7.573892 90.597803
Point806	69.644309 12.262346 57.333373
Point828	57.550532 30.930495 81.230414
Point850	67.003394 38.093973 89.991954
Point857	55.527738 19.137935 83.603818
Point869	66.178144 5.442895 68.123492
Point897	77.449398 17.001155 76.195917
Point903	95.834534 26.360942 77.884413
Point913	59.843661 34.182017 80.407978
Point914	85.761919 27.857493 96.796212
Point970	58.684732 17.044993 95.008630
Point1007	64.987797 29.255853 71.081584
Point1012	64.156582 22.631371 94.969197
Point1014	94.885485 15.160654 90.457676
Point1042	79.918612 33.454272 69.471604
Point1083	82.665759 33.866540 72.559776
Point1102	57.028114 26.575204 71.642763
Point1112	68.044019 28.047868 97.207569
Point1123	93.537638 32.696976 84.329079
Point1148	84.083319 12.319916 67.994760
Point1162	78.587748 22.907327 62.093896
Point1173	55.848059 22.526213 92.183748
Point1183	72.761315 39.926977 75.041415
Point1186	77.129267 35.376293 63.148492
Point1212	64.452721 16.888518 90.435019
Point1227	67.502999 26.535473 65.668825
Point1229	59.382346 13.396610 83.400973
Point1234	70.516071 1.091306 69.383660
Point1239	74.759010 2.280941 77.810488
Point1240	59.990783 21.667608 94.514606
Point1244	84.565406 38.534148 86.329069
Point1260	60.577711 24.038716 96.399932
Point1272	60.591985 17.937859 70.267738
Point1277	74.546433 17.944071 92.060795
Point1278	71.978682 4.576790 71.261506
Point1295	72.230017 40.451464 76.160676
Point1299	90.708696 17.357292 84.715485
Point1307	51.436635 19.516533 76.850688
Point1308	78.077997 8.731385 61.676933
Point1339	77.189350 8.094399 64.140054
Point1341	60.140543 31.273456 90.839336
Point1355	76.090157 14.881976 72.825747
Point1380	78.242534 41.655713 85.135236
Point1414	89.265806 40.899942 79.457176
Point1434	71.856726 29.560527 93.317757
Point1436	76.620861 26.839723 87.356209
Point1449	67.999143 15.823551 62.524167
Point1453	79.176530 19.908956 90.271875
Point1462	83.176381 5.055228 74.445394
Point1467	74.996200 21.558179 56.312882
